Chr;Left;Right;Motif name;Frequency;Occuriencies around loop;Occuriencies in genome
chr6;780;790;mybG_M1351_1.02;0.00052;4;7662
chr6;780;790;hbx10_M0878_1.02;0.00064;2;3127
chr6;780;790;mybV_M1348_1.02;0.00041;1;2436
chr2;2251;2257;mybG_M1351_1.02;0.00026;2;7662
chr2;2251;2257;hbx4_M0872_1.02;0.00218;1;459
chr5;96;104;bzpH_M0283_1.02;0.00073;4;5514
chr3;1025;1029;mybG_M1351_1.02;0.00026;2;7662
chr3;1025;1029;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;1025;1029;bzpQ_M0286_1.02;0.00169;1;593
chr3;1025;1029;mybV_M1348_1.02;0.00082;2;2436
chr3;1025;1029;dimB_M0289_1.02;0.00324;1;309
chr5;1764;1775;hbx5-1_M0873_1.02;0.00037;4;10702
chr5;1764;1775;gbfA_M1673_1.02;0.00023;1;4289
chr5;1764;1775;hbx5-2_M0874_1.02;0.00065;2;3073
chr6;573;580;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;573;580;mybV_M1348_1.02;0.00082;2;2436
chr6;573;580;mybG_M1351_1.02;0.00013;1;7662
chr6;573;580;bzpJ_M0282_1.02;0.00099;1;1011
chr6;573;580;bzpH_M0283_1.02;0.00073;4;5514
chr6;573;580;hbx7_M0876_1.02;0.00292;1;343
chr6;573;580;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;3301;3307;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;3301;3307;hbx4_M0872_1.02;0.00218;1;459
chr2;3301;3307;gbfA_M1673_1.02;0.00023;1;4289
chr2;3301;3307;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;3301;3307;gtaH_M0777_1.02;0.00277;1;361
chr4;1727;1733;mybG_M1351_1.02;0.00026;2;7662
chr4;1727;1733;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;1727;1733;hbx10_M0878_1.02;0.00064;2;3127
chr4;1727;1733;hbx5-2_M0874_1.02;0.00065;2;3073
chr1;923;932;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;2372;2380;mybG_M1351_1.02;0.00013;1;7662
chr5;2372;2380;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;2372;2380;DDB_G0275333_M0101_1.02;0.00188;4;2125
chr5;2372;2380;bzpH_M0283_1.02;0.00036;2;5514
chr5;2372;2380;mybV_M1348_1.02;0.00041;1;2436
chr1;1071;1079;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1071;1079;bzpH_M0283_1.02;0.00036;2;5514
chr1;1071;1079;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;1071;1079;gbfA_M1673_1.02;0.00023;1;4289
chr4;1588;1601;hbx5-1_M0873_1.02;0.00075;8;10702
chr4;1588;1601;bzpH_M0283_1.02;0.00036;2;5514
chr4;1588;1601;hbx5-2_M0874_1.02;0.00065;2;3073
chr1;1052;1063;mybG_M1351_1.02;0.00013;1;7662
chr1;1052;1063;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1052;1063;gbfA_M1673_1.02;0.00023;1;4289
chr2;2139;2148;bzpH_M0283_1.02;0.00036;2;5514
chr2;2139;2148;gbfA_M1673_1.02;0.00023;1;4289
chr2;2139;2148;gtaT_M0778_1.02;0.00188;1;532
chr2;2139;2148;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;2332;2345;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;2332;2345;gbfA_M1673_1.02;0.00023;1;4289
chr4;1733;1739;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;1733;1739;hbx4_M0872_1.02;0.00218;1;459
chr4;1733;1739;mybV_M1348_1.02;0.00164;4;2436
chr4;1733;1739;mybG_M1351_1.02;0.00026;2;7662
chr4;1733;1739;hbx10_M0878_1.02;0.00064;2;3127
chr4;1733;1739;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;760;769;hbx5-1_M0873_1.02;0.00037;4;10702
chr1;1657;1667;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1657;1667;hbx9_M0877_1.02;0.00166;1;602
chr1;1657;1667;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;1657;1667;DDB_G0270590_M1714_1.02;0.00228;1;439
chr1;1657;1667;bzpQ_M0286_1.02;0.00337;2;593
chr3;46;52;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;46;52;bzpJ_M0282_1.02;0.00099;1;1011
chr1;1439;1449;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;1439;1449;mybV_M1348_1.02;0.00082;2;2436
chr1;1439;1449;hbx7_M0876_1.02;0.00292;1;343
chr1;1439;1449;mybG_M1351_1.02;0.00013;1;7662
chr1;1439;1449;bzpH_M0283_1.02;0.00109;6;5514
chr1;1439;1449;srfA_M1297_1.02;0.00081;1;1240
chr1;1439;1449;hbx10_M0878_1.02;0.00032;1;3127
chr3;434;438;mybG_M1351_1.02;0.00013;1;7662
chr3;434;438;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;434;438;DDB_G0270590_M1714_1.02;0.00228;1;439
chr3;434;438;mybV_M1348_1.02;0.00041;1;2436
chr3;434;438;gtaN_M0781_1.02;0.00610;1;164
chr1;1559;1570;hbx5-1_M0873_1.02;0.00047;5;10702
chr1;1559;1570;mybQ_M1353_1.02;0.00435;1;230
chr1;1559;1570;gbfA_M1673_1.02;0.00023;1;4289
chr1;1559;1570;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1559;1570;mybV_M1348_1.02;0.00041;1;2436
chr5;312;316;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;312;316;mybV_M1348_1.02;0.00041;1;2436
chr5;312;316;mybG_M1351_1.02;0.00013;1;7662
chr5;312;316;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;312;316;mybZ_M1350_1.02;0.00214;1;467
chr5;312;316;mybE_M1349_1.02;0.00171;1;584
chr6;1156;1166;mybG_M1351_1.02;0.00013;1;7662
chr6;1156;1166;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;1156;1166;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;1156;1166;srfA_M1297_1.02;0.00161;2;1240
chr6;1156;1166;gtaE_M0773_1.02;0.00057;1;1766
chr2;1896;1906;mybG_M1351_1.02;0.00013;1;7662
chr2;1896;1906;stkA_M0775_1.02;0.00172;1;583
chr2;1896;1906;gtaE_M0773_1.02;0.00057;1;1766
chr2;1896;1906;hbx5-2_M0874_1.02;0.00098;3;3073
chr2;1896;1906;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;944;953;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;944;953;hbx7_M0876_1.02;0.00292;1;343
chr3;944;953;gbfA_M1673_1.02;0.00047;2;4289
chr3;944;953;bzpJ_M0282_1.02;0.00099;1;1011
chr3;410;422;hbx5-1_M0873_1.02;0.00037;4;10702
chr3;410;422;hbx5-2_M0874_1.02;0.00065;2;3073
chr3;410;422;gbfA_M1673_1.02;0.00023;1;4289
chr3;410;422;hbx10_M0878_1.02;0.00032;1;3127
chr6;1199;1203;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;1199;1203;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1199;1203;mybV_M1348_1.02;0.00041;1;2436
chr3;3134;3141;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;3134;3141;hbx9_M0877_1.02;0.00166;1;602
chr3;3134;3141;mybG_M1351_1.02;0.00013;1;7662
chr3;3134;3141;hbx7_M0876_1.02;0.00292;1;343
chr3;3134;3141;gbfA_M1673_1.02;0.00023;1;4289
chr3;3134;3141;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;3134;3141;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;1269;1277;hbx5-1_M0873_1.02;0.00028;3;10702
chr1;1269;1277;srfA_M1297_1.02;0.00081;1;1240
chr1;1269;1277;gbfA_M1673_1.02;0.00070;3;4289
chr1;1269;1277;gtaE_M0773_1.02;0.00057;1;1766
chr4;1686;1695;mybG_M1351_1.02;0.00026;2;7662
chr4;1686;1695;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1686;1695;hbx9_M0877_1.02;0.00498;3;602
chr3;3117;3129;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;3117;3129;mybV_M1348_1.02;0.00082;2;2436
chr3;3117;3129;mybG_M1351_1.02;0.00039;3;7662
chr3;3117;3129;srfA_M1297_1.02;0.00161;2;1240
chr3;3117;3129;gbfA_M1673_1.02;0.00023;1;4289
chr3;3117;3129;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;3117;3129;mybE_M1349_1.02;0.00171;1;584
chr2;153;163;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;703;713;stkA_M0775_1.02;0.00172;1;583
chr1;703;713;gtaE_M0773_1.02;0.00057;1;1766
chr4;2642;2653;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2642;2653;bzpH_M0283_1.02;0.00036;2;5514
chr4;2642;2653;hbx10_M0878_1.02;0.00032;1;3127
chr4;2642;2653;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1399;1409;mybG_M1351_1.02;0.00013;1;7662
chr3;1399;1409;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;1399;1409;mybE_M1349_1.02;0.00171;1;584
chr3;1399;1409;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1791;1800;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;1791;1800;bzpH_M0283_1.02;0.00036;2;5514
chr4;1791;1800;gtaT_M0778_1.02;0.00188;1;532
chr3;2437;2445;mybG_M1351_1.02;0.00026;2;7662
chr3;2437;2445;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2437;2445;bzpS_M0288_1.02;0.00427;2;468
chr3;253;262;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;253;262;mybG_M1351_1.02;0.00039;3;7662
chr3;253;262;bzpS_M0288_1.02;0.00427;2;468
chr3;253;262;bzpH_M0283_1.02;0.00036;2;5514
chr3;253;262;gbfA_M1673_1.02;0.00047;2;4289
chr3;253;262;mybZ_M1350_1.02;0.00214;1;467
chr1;1842;1848;mybG_M1351_1.02;0.00013;1;7662
chr1;1842;1848;stkA_M0775_1.02;0.00172;1;583
chr1;1842;1848;gtaE_M0773_1.02;0.00057;1;1766
chr1;1842;1848;bzpD_M0284_1.02;0.00266;1;376
chr2;104;114;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2046;2056;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;2046;2056;gtaG_M0774_1.02;0.00578;1;173
chr3;2046;2056;hbx10_M0878_1.02;0.00032;1;3127
chr5;659;668;hbx5-1_M0873_1.02;0.00056;6;10702
chr5;659;668;mybG_M1351_1.02;0.00052;4;7662
chr5;659;668;bzpH_M0283_1.02;0.00036;2;5514
chr5;659;668;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;659;668;hbx10_M0878_1.02;0.00128;4;3127
chr5;659;668;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr2;548;561;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;548;561;hbx4_M0872_1.02;0.00218;1;459
chr2;548;561;mybV_M1348_1.02;0.00041;1;2436
chr2;548;561;mybG_M1351_1.02;0.00026;2;7662
chr2;548;561;bzpH_M0283_1.02;0.00036;2;5514
chr2;548;561;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;609;625;mybG_M1351_1.02;0.00026;2;7662
chr5;609;625;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;609;625;mybAA_M1347_1.02;0.00330;1;303
chr5;609;625;mybA_M1354_1.02;0.00467;1;214
chr4;1603;1613;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;1603;1613;gtaE_M0773_1.02;0.00057;1;1766
chr4;1603;1613;hbx10_M0878_1.02;0.00032;1;3127
chr5;1433;1446;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;1433;1446;srfA_M1297_1.02;0.00161;2;1240
chr5;1433;1446;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2944;2954;gtaE_M0773_1.02;0.00057;1;1766
chr3;2944;2954;gbfA_M1673_1.02;0.00093;4;4289
chr3;2944;2954;bzpQ_M0286_1.02;0.00169;1;593
chr3;2944;2954;E2F_M0666_1.02;0.00251;2;796
chr2;655;662;hbx5-1_M0873_1.02;0.00047;5;10702
chr2;655;662;gtaT_M0778_1.02;0.00188;1;532
chr2;655;662;hbx5-2_M0874_1.02;0.00098;3;3073
chr2;655;662;mybZ_M1350_1.02;0.00214;1;467
chr2;655;662;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;655;662;mybE_M1349_1.02;0.00171;1;584
chr1;1939;1952;mybG_M1351_1.02;0.00013;1;7662
chr1;1939;1952;mybE_M1349_1.02;0.00171;1;584
chr1;175;186;hbx5-1_M0873_1.02;0.00028;3;10702
chr1;175;186;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;175;186;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;175;186;bzpQ_M0286_1.02;0.00169;1;593
chr5;391;401;mybG_M1351_1.02;0.00013;1;7662
chr1;638;645;mybG_M1351_1.02;0.00013;1;7662
chr1;638;645;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;638;645;gtaT_M0778_1.02;0.00188;1;532
chr1;638;645;hbx10_M0878_1.02;0.00032;1;3127
chr1;638;645;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;129;142;bzpD_M0284_1.02;0.00532;2;376
chr2;129;142;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr2;129;142;mybV_M1348_1.02;0.00041;1;2436
chr2;129;142;gtaE_M0773_1.02;0.00113;2;1766
chr5;1049;1056;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1049;1056;hbx10_M0878_1.02;0.00032;1;3127
chr1;584;593;mybG_M1351_1.02;0.00013;1;7662
chr1;584;593;bzpH_M0283_1.02;0.00036;2;5514
chr1;584;593;hbx10_M0878_1.02;0.00032;1;3127
chr3;1118;1124;mybG_M1351_1.02;0.00013;1;7662
chr3;1118;1124;stkA_M0775_1.02;0.00172;1;583
chr3;1118;1124;gbfA_M1673_1.02;0.00070;3;4289
chr3;1118;1124;mybE_M1349_1.02;0.00342;2;584
chr5;2509;2516;mybQ_M1353_1.02;0.00435;1;230
chr5;2509;2516;mybG_M1351_1.02;0.00026;2;7662
chr5;2509;2516;mybAA_M1347_1.02;0.00330;1;303
chr5;2509;2516;bzpH_M0283_1.02;0.00036;2;5514
chr5;2509;2516;srfA_M1297_1.02;0.00081;1;1240
chr5;2509;2516;hbx10_M0878_1.02;0.00032;1;3127
chr5;2509;2516;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;2509;2516;mybE_M1349_1.02;0.00342;2;584
chr3;1750;1762;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1750;1762;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;1750;1762;gbfA_M1673_1.02;0.00023;1;4289
chr5;1012;1021;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1012;1021;bzpJ_M0282_1.02;0.00099;1;1011
chr5;1012;1021;bzpH_M0283_1.02;0.00036;2;5514
chr5;1012;1021;gbfA_M1673_1.02;0.00023;1;4289
chr5;1012;1021;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1012;1021;hbx10_M0878_1.02;0.00032;1;3127
chr5;1012;1025;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1012;1025;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1012;1025;gbfA_M1673_1.02;0.00023;1;4289
chr5;1012;1025;hbx10_M0878_1.02;0.00032;1;3127
chr1;113;122;gbfA_M1673_1.02;0.00023;1;4289
chr1;113;122;mybV_M1348_1.02;0.00041;1;2436
chr3;263;271;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;451;458;bzpH_M0283_1.02;0.00036;2;5514
chr3;451;458;gtaE_M0773_1.02;0.00057;1;1766
chr3;451;458;gbfA_M1673_1.02;0.00070;3;4289
chr3;451;458;gtaC_M0776_1.02;0.00173;1;579
chr6;1760;1767;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;1760;1767;stkA_M0775_1.02;0.00172;1;583
chr6;1760;1767;gtaE_M0773_1.02;0.00057;1;1766
chr5;288;300;mybG_M1351_1.02;0.00013;1;7662
chr5;288;300;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;288;300;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr5;288;300;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1572;1585;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;1572;1585;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2015;2021;mybG_M1351_1.02;0.00013;1;7662
chr3;2015;2021;gbfA_M1673_1.02;0.00023;1;4289
chr3;2015;2021;gtaH_M0777_1.02;0.00277;1;361
chr2;127;135;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;127;135;hbx9_M0877_1.02;0.00166;1;602
chr2;127;135;bzpH_M0283_1.02;0.00036;2;5514
chr2;127;135;gtaE_M0773_1.02;0.00113;2;1766
chr2;127;135;hbx10_M0878_1.02;0.00032;1;3127
chr2;127;135;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1339;1344;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1339;1344;srfA_M1297_1.02;0.00081;1;1240
chr5;1339;1344;gbfA_M1673_1.02;0.00023;1;4289
chr5;1339;1344;mybE_M1349_1.02;0.00171;1;584
chr2;171;191;gtaE_M0773_1.02;0.00057;1;1766
chr2;171;191;gbfA_M1673_1.02;0.00023;1;4289
chr2;171;191;hbx10_M0878_1.02;0.00032;1;3127
chr4;203;213;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;203;213;mybV_M1348_1.02;0.00041;1;2436
chr4;203;213;mybG_M1351_1.02;0.00013;1;7662
chr4;203;213;gbfA_M1673_1.02;0.00047;2;4289
chr4;203;213;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;203;213;mybE_M1349_1.02;0.00171;1;584
chr1;1371;1380;hbx4_M0872_1.02;0.00218;1;459
chr1;1371;1380;mybG_M1351_1.02;0.00013;1;7662
chr1;1371;1380;gtaI_M0779_1.02;0.00277;1;361
chr1;1371;1380;gtaE_M0773_1.02;0.00057;1;1766
chr1;1371;1380;gbfA_M1673_1.02;0.00023;1;4289
chr1;1371;1380;hbx10_M0878_1.02;0.00064;2;3127
chr1;1371;1380;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;530;541;mybG_M1351_1.02;0.00013;1;7662
chr6;530;541;gtaE_M0773_1.02;0.00057;1;1766
chr6;530;541;mybI_M1352_1.02;0.01408;1;71
chr1;2336;2351;mybG_M1351_1.02;0.00013;1;7662
chr1;2336;2351;gbfA_M1673_1.02;0.00023;1;4289
chr1;2336;2351;mybZ_M1350_1.02;0.00214;1;467
chr4;1005;1011;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;1005;1011;srfA_M1297_1.02;0.00081;1;1240
chr4;1005;1011;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1005;1011;mybZ_M1350_1.02;0.00214;1;467
chr4;1005;1011;gtaE_M0773_1.02;0.00057;1;1766
chr2;2210;2218;gbfA_M1673_1.02;0.00047;2;4289
chr2;2210;2218;bzpJ_M0282_1.02;0.00099;1;1011
chr3;557;568;gtaE_M0773_1.02;0.00057;1;1766
chr3;557;568;hbx10_M0878_1.02;0.00032;1;3127
chr5;258;270;mybG_M1351_1.02;0.00026;2;7662
chr5;258;270;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;258;270;mybE_M1349_1.02;0.00171;1;584
chr5;258;270;hbx10_M0878_1.02;0.00064;2;3127
chr5;258;270;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;681;690;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;681;690;stkA_M0775_1.02;0.00172;1;583
chr3;681;690;mybG_M1351_1.02;0.00013;1;7662
chr3;681;690;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;681;690;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr3;681;690;bzpQ_M0286_1.02;0.00169;1;593
chr1;2414;2427;hbx5-1_M0873_1.02;0.00056;6;10702
chr1;2414;2427;gbfA_M1673_1.02;0.00047;2;4289
chr1;2414;2427;mybE_M1349_1.02;0.00171;1;584
chr1;2414;2427;hbx5-2_M0874_1.02;0.00195;6;3073
chr3;458;468;mybV_M1348_1.02;0.00041;1;2436
chr3;458;468;mybG_M1351_1.02;0.00013;1;7662
chr3;458;468;bzpH_M0283_1.02;0.00036;2;5514
chr3;458;468;gtaE_M0773_1.02;0.00057;1;1766
chr3;458;468;hbx10_M0878_1.02;0.00032;1;3127
chr3;458;468;gtaC_M0776_1.02;0.00173;1;579
chr5;105;113;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1690;1704;hbx5-1_M0873_1.02;0.00047;5;10702
chr5;1690;1704;mybG_M1351_1.02;0.00013;1;7662
chr5;1690;1704;bzpS_M0288_1.02;0.00427;2;468
chr5;1690;1704;gbfA_M1673_1.02;0.00023;1;4289
chr5;1690;1704;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1690;1704;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1554;1574;mybG_M1351_1.02;0.00013;1;7662
chr5;1554;1574;gtaT_M0778_1.02;0.00188;1;532
chr5;1554;1574;mybV_M1348_1.02;0.00041;1;2436
chr3;2097;2111;bzpH_M0283_1.02;0.00036;2;5514
chr3;2097;2111;gbfA_M1673_1.02;0.00023;1;4289
chr3;2097;2111;DDB_G0270590_M1714_1.02;0.00228;1;439
chr3;2097;2111;hbx10_M0878_1.02;0.00032;1;3127
chr5;105;118;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;105;118;mybQ_M1353_1.02;0.00435;1;230
chr5;105;118;mybAA_M1347_1.02;0.00330;1;303
chr5;105;118;srfA_M1297_1.02;0.00081;1;1240
chr4;956;965;mybG_M1351_1.02;0.00013;1;7662
chr4;956;965;hbx5-1_M0873_1.02;0.00037;4;10702
chr4;956;965;gtaT_M0778_1.02;0.00188;1;532
chr4;956;965;hbx10_M0878_1.02;0.00096;3;3127
chr4;956;965;hbx5-2_M0874_1.02;0.00065;2;3073
chr2;146;154;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;146;154;bzpD_M0284_1.02;0.00266;1;376
chr2;146;154;bzpH_M0283_1.02;0.00073;4;5514
chr3;1927;1932;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;1927;1932;mybG_M1351_1.02;0.00013;1;7662
chr3;1927;1932;gtaT_M0778_1.02;0.00188;1;532
chr3;1927;1932;bzpH_M0283_1.02;0.00036;2;5514
chr3;1927;1932;gtaE_M0773_1.02;0.00057;1;1766
chr3;1927;1932;gbfA_M1673_1.02;0.00047;2;4289
chr3;1927;1932;hbx10_M0878_1.02;0.00032;1;3127
chr3;1927;1932;bzpO_M0287_1.02;0.00980;2;204
chr5;997;1012;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;997;1012;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;997;1012;gbfA_M1673_1.02;0.00023;1;4289
chr5;997;1012;hbx10_M0878_1.02;0.00032;1;3127
chr3;1587;1594;gbfA_M1673_1.02;0.00093;4;4289
chr5;1147;1157;mybG_M1351_1.02;0.00013;1;7662
chr5;1147;1157;bzpH_M0283_1.02;0.00036;2;5514
chr5;1147;1157;gbfA_M1673_1.02;0.00023;1;4289
chr5;1147;1157;hbx10_M0878_1.02;0.00032;1;3127
chr5;1147;1157;srfA_M1297_1.02;0.00081;1;1240
chr2;3795;3804;bzpH_M0283_1.02;0.00036;2;5514
chr2;3795;3804;hbx10_M0878_1.02;0.00032;1;3127
chr1;2187;2197;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;2187;2197;stkA_M0775_1.02;0.00172;1;583
chr1;2187;2197;mybAA_M1347_1.02;0.00330;1;303
chr1;2187;2197;mybG_M1351_1.02;0.00013;1;7662
chr1;2187;2197;gtaT_M0778_1.02;0.00188;1;532
chr1;2187;2197;bzpS_M0288_1.02;0.00427;2;468
chr1;2187;2197;bzpH_M0283_1.02;0.00036;2;5514
chr1;2187;2197;gbfA_M1673_1.02;0.00023;1;4289
chr1;2187;2197;hbx10_M0878_1.02;0.00032;1;3127
chr1;2187;2197;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;21;31;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;21;31;hbx9_M0877_1.02;0.00166;1;602
chr5;21;31;mybG_M1351_1.02;0.00013;1;7662
chr5;21;31;bzpJ_M0282_1.02;0.00198;2;1011
chr5;21;31;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;21;31;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;1087;1099;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;1087;1099;bzpH_M0283_1.02;0.00036;2;5514
chr2;580;586;gtaL_M0780_1.02;0.00286;1;350
chr2;580;586;gtaI_M0779_1.02;0.00277;1;361
chr2;580;586;bzpH_M0283_1.02;0.00036;2;5514
chr2;580;586;hbx10_M0878_1.02;0.00064;2;3127
chr2;580;586;gtaC_M0776_1.02;0.00173;1;579
chr2;580;586;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;80;88;mybG_M1351_1.02;0.00013;1;7662
chr3;80;88;stkA_M0775_1.02;0.00172;1;583
chr3;80;88;gtaG_M0774_1.02;0.00578;1;173
chr3;80;88;mybV_M1348_1.02;0.00041;1;2436
chr3;80;88;hbx2_M0875_1.02;0.00211;1;474
chr3;383;390;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;383;390;hbx10_M0878_1.02;0.00096;3;3127
chr5;1994;2001;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1994;2001;hbx10_M0878_1.02;0.00032;1;3127
chr5;1705;1711;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1705;1711;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1705;1711;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;797;807;mybG_M1351_1.02;0.00026;2;7662
chr6;797;807;gbfA_M1673_1.02;0.00023;1;4289
chr6;797;807;mybV_M1348_1.02;0.00041;1;2436
chr3;2907;2916;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2907;2916;mybE_M1349_1.02;0.00342;2;584
chr4;1848;1855;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1848;1855;srfA_M1297_1.02;0.00081;1;1240
chr4;1848;1855;gbfA_M1673_1.02;0.00023;1;4289
chr4;1848;1855;hbx9_M0877_1.02;0.00166;1;602
chr6;1088;1100;mybG_M1351_1.02;0.00026;2;7662
chr6;1088;1100;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;1088;1100;hbx10_M0878_1.02;0.00032;1;3127
chr6;1088;1100;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1088;1100;gtaE_M0773_1.02;0.00057;1;1766
chr5;42;51;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;42;51;mybG_M1351_1.02;0.00013;1;7662
chr5;42;51;bzpS_M0288_1.02;0.00427;2;468
chr5;42;51;bzpH_M0283_1.02;0.00036;2;5514
chr5;42;51;hbx10_M0878_1.02;0.00096;3;3127
chr5;42;51;DDB_G0270590_M1714_1.02;0.00228;1;439
chr1;2244;2250;mybG_M1351_1.02;0.00013;1;7662
chr1;2244;2250;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;2244;2250;bzpH_M0283_1.02;0.00036;2;5514
chr1;2244;2250;bzpJ_M0282_1.02;0.00099;1;1011
chr5;825;838;bzpD_M0284_1.02;0.00266;1;376
chr5;825;838;gbfA_M1673_1.02;0.00047;2;4289
